word,COCA-Acad,ppm,ratio,disp
saddle,193.00,1.61,0.57,0.9
terrorize,193.00,1.61,0.54,0.88
astounding,192.00,1.60,1,0.9
condemned,192.00,1.60,0.94,0.87
dismissive,192.00,1.60,0.9,0.89
fruitless,192.00,1.60,1.02,0.9
guarded,192.00,1.60,0.75,0.9
hapless,192.00,1.60,0.83,0.91
infertile,192.00,1.60,1.36,0.82
punishing,192.00,1.60,0.88,0.9
fifty-five,192.00,1.60,1.01,0.9
emissary,192.00,1.60,1.11,0.86
ether,192.00,1.60,1.13,0.75
gray,192.00,1.60,0.09,0.9
meltdown,192.00,1.60,0.44,0.89
resume,192.00,1.60,0.39,0.86
angrily,192.00,1.60,0.28,0.9
blatantly,192.00,1.60,1,0.9
shade,192.00,1.60,0.4,0.85
abbreviated,191.00,1.59,1.44,0.89
impassioned,191.00,1.59,0.84,0.9
inept,191.00,1.59,0.82,0.9
lifeless,191.00,1.59,0.56,0.9
lite,191.00,1.59,0.82,0.86
ludicrous,191.00,1.59,0.5,0.9
quickest,191.00,1.59,0.9,0.87
resounding,191.00,1.59,1.01,0.91
subdued,191.00,1.59,0.53,0.9
carton,191.00,1.59,0.34,0.88
checkpoint,191.00,1.59,0.34,0.85
countermeasure,191.00,1.59,1.69,0.8
gloom,191.00,1.59,0.36,0.9
incubator,191.00,1.59,0.91,0.79
indexing,191.00,1.59,0.94,0.84
jigsaw,191.00,1.59,1.01,0.86
jolt,191.00,1.59,0.47,0.87
offshoot,191.00,1.59,1.28,0.9
pessimist,191.00,1.59,1.44,0.85
regular,191.00,1.59,0.47,0.85
throes,191.00,1.59,0.89,0.9
wasteland,191.00,1.59,0.82,0.87
exquisitely,191.00,1.59,0.88,0.88
overboard,191.00,1.59,0.48,0.81
thankfully,191.00,1.59,0.53,0.9
amuse,191.00,1.59,0.39,0.89
array,191.00,1.59,0.99,0.88
bog,191.00,1.59,0.89,0.9
disparage,191.00,1.59,1.27,0.9
nationalize,191.00,1.59,1.45,0.87
outlive,191.00,1.59,0.82,0.91
rap,191.00,1.59,0.31,0.77
shuffle,191.00,1.59,0.26,0.9
capital,190.00,1.58,1,0.88
instinctive,190.00,1.58,0.87,0.89
laborious,190.00,1.58,1.52,0.9
lenient,190.00,1.58,1.06,0.89
methodical,190.00,1.58,0.89,0.82
precipitous,190.00,1.58,1.18,0.89
promiscuous,190.00,1.58,1.21,0.85
regressive,190.00,1.58,1.48,0.86
state-run,190.00,1.58,0.78,0.85
translucent,190.00,1.58,0.41,0.85
donkey,190.00,1.58,0.31,0.88
errand,190.00,1.58,0.4,0.91
galley,190.00,1.58,0.48,0.83
picket,190.00,1.58,0.49,0.82
printout,190.00,1.58,0.82,0.86
humanize,190.00,1.58,1.4,0.89
imperil,190.00,1.58,1.26,0.9
mutter,190.00,1.58,0.11,0.9
toil,190.00,1.58,0.69,0.91
communitarian,189.00,1.58,2.85,0.81
genocidal,189.00,1.58,1.71,0.83
inhospitable,189.00,1.58,1.51,0.88
inordinate,189.00,1.58,1.33,0.91
uninterested,189.00,1.58,1.18,0.9
year-old,189.00,1.58,0.44,0.91
fiasco,189.00,1.58,0.62,0.88
idealist,189.00,1.58,1.38,0.84
philanthropist,189.00,1.58,0.78,0.85
rethinking,189.00,1.58,1.83,0.92
sinking,189.00,1.58,0.53,0.85
tabloid,189.00,1.58,0.32,0.85
overload,189.00,1.58,0.91,0.89
poach,189.00,1.58,0.65,0.85
reassemble,189.00,1.58,1.02,0.87
archeological,188.00,1.57,1.83,0.83
conquered,188.00,1.57,1.87,0.86
ever-present,188.00,1.57,1,0.9
repulsive,188.00,1.57,1.03,0.85
thankful,188.00,1.57,0.29,0.91
untapped,188.00,1.57,1.35,0.9
week-long,188.00,1.57,0.67,0.9
chatter,188.00,1.57,0.43,0.88
craze,188.00,1.57,0.75,0.85
mimicry,188.00,1.57,2.08,0.8
oligarchy,188.00,1.57,2.15,0.81
outcast,188.00,1.57,0.81,0.89
panther,188.00,1.57,0.22,0.81
pawn,188.00,1.57,0.64,0.87
pervasiveness,188.00,1.57,2.29,0.9
pony,188.00,1.57,0.27,0.9
statistician,188.00,1.57,1.28,0.88
unanimity,188.00,1.57,1.59,0.87
awry,188.00,1.57,0.86,0.9
chain,188.00,1.57,0.53,0.9
deflate,188.00,1.57,0.75,0.91
grumble,188.00,1.57,0.3,0.9
implore,188.00,1.57,0.76,0.9
layer,188.00,1.57,0.6,0.87
interlocking,187.00,1.56,1.33,0.9
nagging,187.00,1.56,0.68,0.9
non-nuclear,187.00,1.56,2.23,0.8
one-day,187.00,1.56,0.72,0.88
skewed,187.00,1.56,1.51,0.9
snowy,187.00,1.56,0.37,0.87
amnesia,187.00,1.56,0.91,0.86
bioethics,187.00,1.56,1.42,0.76
contentment,187.00,1.56,0.88,0.88
crush,187.00,1.56,0.28,0.89
rebuttal,187.00,1.56,0.89,0.85
rendezvous,187.00,1.56,0.65,0.84
oftentimes,187.00,1.56,0.59,0.91
astonish,187.00,1.56,0.64,0.9
ditch,187.00,1.56,0.54,0.88
misplace,187.00,1.56,0.86,0.91
whistle,187.00,1.56,0.21,0.89
add-on,186.00,1.55,1.7,0.81
afloat,186.00,1.55,0.5,0.89
artisanal,186.00,1.55,1.87,0.73
discreet,186.00,1.55,0.49,0.89
irreconcilable,186.00,1.55,1.64,0.89
motorized,186.00,1.55,0.96,0.82
near-term,186.00,1.55,1.77,0.86
omnipresent,186.00,1.55,1.48,0.9
crank,186.00,1.55,0.47,0.84
dear,186.00,1.55,0.26,0.89
deluge,186.00,1.55,1.04,0.87
flea,186.00,1.55,0.3,0.86
loudspeaker,186.00,1.55,0.66,0.81
negativity,186.00,1.55,1.3,0.86
over,186.00,1.55,0.69,0.76
ravages,186.00,1.55,1.25,0.9
solicitation,186.00,1.55,0.99,0.88
intelligently,186.00,1.55,1.29,0.89
methodologically,186.00,1.55,3.27,0.88
woefully,186.00,1.55,1,0.91
dock,186.00,1.55,0.49,0.83
hew,186.00,1.55,1.4,0.79
peek,186.00,1.55,0.23,0.88
yank,186.00,1.55,0.15,0.88
beaten,185.00,1.54,0.44,0.91
bereft,185.00,1.54,1.03,0.89
dictatorial,185.00,1.54,1.39,0.87
disguised,185.00,1.54,1.41,0.88
hypocritical,185.00,1.54,0.8,0.89
intrepid,185.00,1.54,0.9,0.8
lower-class,185.00,1.54,2.78,0.82
scarlet,185.00,1.54,0.41,0.85
teeming,185.00,1.54,0.75,0.88
tenacious,185.00,1.54,0.88,0.91
airwaves,185.00,1.54,0.53,0.89
culpability,185.00,1.54,1.5,0.87
enumeration,185.00,1.54,2.88,0.87
hardness,185.00,1.54,1.23,0.84
mahogany,185.00,1.54,0.37,0.85
rapist,185.00,1.54,0.38,0.84
rising,185.00,1.54,1.08,0.88
snowball,185.00,1.54,0.66,0.85
customarily,185.00,1.54,1.67,0.9
energetically,185.00,1.54,1.51,0.89
liberally,185.00,1.54,1.1,0.91
starkly,185.00,1.54,1.09,0.91
absolve,185.00,1.54,1.19,0.9
camouflage,185.00,1.54,0.77,0.89
cascade,185.00,1.54,0.62,0.84
flaunt,185.00,1.54,0.71,0.89
impute,185.00,1.54,2.44,0.88
misread,185.00,1.54,1,0.89
rekindle,185.00,1.54,0.91,0.91
subjugate,185.00,1.54,1.87,0.88
wring,185.00,1.54,0.44,0.89
arable,184.00,1.53,2.13,0.85
cataclysmic,184.00,1.53,1.45,0.86
complicating,184.00,1.53,1.7,0.91
expedient,184.00,1.53,1.71,0.87
gleaming,184.00,1.53,0.26,0.9
handmade,184.00,1.53,0.4,0.89
heartfelt,184.00,1.53,0.6,0.89
horrendous,184.00,1.53,0.57,0.88
ill-fated,184.00,1.53,0.95,0.89
inimical,184.00,1.53,2.52,0.89
misplaced,184.00,1.53,1.03,0.91
resentful,184.00,1.53,0.82,0.88
salaried,184.00,1.53,1.57,0.85
well-organized,184.00,1.53,1.57,0.9
profusion,184.00,1.53,1.03,0.9
weighing,184.00,1.53,1.63,0.87
wrapper,184.00,1.53,0.43,0.84
irrevocably,184.00,1.53,1.32,0.9
dart,184.00,1.53,0.21,0.87
scribble,184.00,1.53,0.37,0.89
siphon,184.00,1.53,0.91,0.88
aloof,183.00,1.53,0.83,0.9
grassy,183.00,1.53,0.41,0.86
nameless,183.00,1.53,0.76,0.89
nested,183.00,1.53,2.48,0.84
rejected,183.00,1.53,1.53,0.85
unplanned,183.00,1.53,1.23,0.9
cannibal,183.00,1.53,1.1,0.74
coffer,183.00,1.53,0.71,0.9
outpouring,183.00,1.53,0.79,0.89
overseer,183.00,1.53,0.97,0.85
railing,183.00,1.53,0.24,0.89
restlessness,183.00,1.53,1.14,0.9
sweetness,183.00,1.53,0.35,0.87
tic,183.00,1.53,0.87,0.64
resolutely,183.00,1.53,0.96,0.89
abhor,183.00,1.53,1.13,0.9
charm,183.00,1.53,0.39,0.92
peruse,183.00,1.53,0.8,0.9
placate,183.00,1.53,1.04,0.88
insulting,182.00,1.52,0.61,0.89
mediated,182.00,1.52,2.72,0.86
meek,182.00,1.52,0.76,0.88
one-hour,182.00,1.52,0.77,0.88
substandard,182.00,1.52,1.14,0.89
tailored,182.00,1.52,0.71,0.9
unsolicited,182.00,1.52,0.99,0.89
uprooted,182.00,1.52,1,0.87
accomplice,182.00,1.52,0.61,0.88
canister,182.00,1.52,0.46,0.82
enslavement,182.00,1.52,2,0.86
irrelevance,182.00,1.52,1.95,0.88
receptacle,182.00,1.52,1.27,0.83
serviceman,182.00,1.52,0.54,0.85
awhile,182.00,1.52,0.24,0.91
delicately,182.00,1.52,0.44,0.9
mow,182.00,1.52,0.38,0.89
prophesy,182.00,1.52,1.45,0.87
rebuff,182.00,1.52,0.81,0.89
deluxe,181.00,1.51,0.76,0.84
folding,181.00,1.51,0.39,0.84
land-based,181.00,1.51,1.63,0.83
multipurpose,181.00,1.51,1.38,0.84
on-the-job,181.00,1.51,1.45,0.89
raging,181.00,1.51,0.5,0.9
revolving,181.00,1.51,0.61,0.85
rusty,181.00,1.51,0.35,0.86
unbalanced,181.00,1.51,1.17,0.9
absentee,181.00,1.51,0.52,0.81
disrespect,181.00,1.51,0.82,0.89
going,181.00,1.51,0.46,0.91
modus,181.00,1.51,1.59,0.88
postulate,181.00,1.51,2.93,0.87
quilt,181.00,1.51,0.16,0.87
upsurge,181.00,1.51,1.7,0.86
elegantly,181.00,1.51,0.64,0.88
firstly,181.00,1.51,1.75,0.89
instantaneously,181.00,1.51,1.34,0.87
ingrain,181.00,1.51,1.22,0.91
reorder,181.00,1.51,2.09,0.84
tamper,181.00,1.51,0.55,0.89
borrowed,180.00,1.50,0.68,0.91
Bulgarian,180.00,1.50,1.62,0.7
coveted,180.00,1.50,0.56,0.89
indisputable,180.00,1.50,1.3,0.91
inhuman,180.00,1.50,0.94,0.88
locked,180.00,1.50,0.4,0.9
non-competitive,180.00,1.50,2.21,0.81
non-military,180.00,1.50,1.87,0.84
ritualized,180.00,1.50,2.5,0.87
ruined,180.00,1.50,0.5,0.88
two-tailed,180.00,1.50,3.5,0.84
babe,180.00,1.50,0.2,0.9
burglary,180.00,1.50,0.43,0.79
conveyance,180.00,1.50,1.89,0.69
handshake,180.00,1.50,0.44,0.91
payback,180.00,1.50,0.68,0.85
stunt,180.00,1.50,0.31,0.9
stupidity,180.00,1.50,0.57,0.89
touring,180.00,1.50,0.5,0.76
ubiquity,180.00,1.50,2.04,0.9
vulture,180.00,1.50,0.61,0.76
charter,180.00,1.50,0.87,0.89
cue,180.00,1.50,1.39,0.81
disentangle,180.00,1.50,1.9,0.89
divest,180.00,1.50,1.41,0.88
dredge,180.00,1.50,0.65,0.77
mistreat,180.00,1.50,0.82,0.88
refuel,180.00,1.50,0.87,0.82
agile,179.00,1.49,0.77,0.84
fortuitous,179.00,1.49,1.57,0.89
insatiable,179.00,1.49,0.94,0.91
paltry,179.00,1.49,0.96,0.9
reigning,179.00,1.49,0.78,0.9
stale,179.00,1.49,0.37,0.92
twin,179.00,1.49,0.83,0.85
unexamined,179.00,1.49,1.94,0.88
well-to-do,179.00,1.49,0.94,0.9
asterisk,179.00,1.49,1.36,0.82
avail,179.00,1.49,0.8,0.88
beech,179.00,1.49,0.47,0.73
cobra,179.00,1.49,0.6,0.79
co-director,179.00,1.49,0.9,0.89
ebb,179.00,1.49,0.85,0.89
facsimile,179.00,1.49,1.35,0.85
fanaticism,179.00,1.49,1.42,0.84
idiosyncrasy,179.00,1.49,1.53,0.91
kangaroo,179.00,1.49,0.72,0.78
namesake,179.00,1.49,0.72,0.91
downhill,179.00,1.49,0.36,0.88
effortlessly,179.00,1.49,0.64,0.89
head-on,179.00,1.49,0.8,0.89
suitably,179.00,1.49,1.35,0.9
summarily,179.00,1.49,1.54,0.91
censure,179.00,1.49,1.17,0.88
dazzle,179.00,1.49,0.53,0.88
loop,179.00,1.49,0.48,0.84
motor,179.00,1.49,0.96,0.84
predetermine,179.00,1.49,2.3,0.9
all-important,178.00,1.48,1.05,0.92
approaching,178.00,1.48,0.61,0.89
forthright,178.00,1.48,0.91,0.89
insulated,178.00,1.48,0.85,0.82
testable,178.00,1.48,2.93,0.85
three-month,178.00,1.48,0.78,0.89
bequest,178.00,1.48,1.24,0.69
crap,178.00,1.48,0.2,0.88
euphemism,178.00,1.48,0.88,0.89
flop,178.00,1.48,0.54,0.77
functionary,178.00,1.48,1.56,0.83
read,178.00,1.48,0.58,0.88
thicket,178.00,1.48,0.46,0.86
precipitously,178.00,1.48,1.35,0.9
uncritically,178.00,1.48,2.61,0.9
mutate,178.00,1.48,1.04,0.86
discontinuous,177.00,1.48,2.86,0.84
disgusting,177.00,1.48,0.31,0.82
featured,177.00,1.48,0.77,0.85
needed,177.00,1.48,1.57,0.91
prescient,177.00,1.48,1.27,0.91
regenerative,177.00,1.48,2.17,0.84
twisting,177.00,1.48,0.61,0.84
unsuspecting,177.00,1.48,0.74,0.89
burglar,177.00,1.48,0.47,0.69
city-state,177.00,1.48,1.87,0.84
crevice,177.00,1.48,0.69,0.82
destabilization,177.00,1.48,2.25,0.86
exuberance,177.00,1.48,0.71,0.91
friendliness,177.00,1.48,1.25,0.91
hippie,177.00,1.48,0.34,0.87
laureate,177.00,1.48,0.71,0.89
moonlight,177.00,1.48,0.24,0.82
nightclub,177.00,1.48,0.27,0.9
permeability,177.00,1.48,3.19,0.83
rationing,177.00,1.48,1.04,0.82
vicissitude,177.00,1.48,2.05,0.89
furiously,177.00,1.48,0.36,0.91
singly,177.00,1.48,1.83,0.87
bode,177.00,1.48,0.88,0.89
distill,177.00,1.48,1.11,0.91
embroil,177.00,1.48,0.95,0.88
ram,177.00,1.48,0.49,0.82
rumor,177.00,1.48,0.61,0.9
scold,177.00,1.48,0.39,0.9
taunt,177.00,1.48,0.44,0.89
defunct,176.00,1.47,0.89,0.89
demeaning,176.00,1.47,0.99,0.88
paleolithic,176.00,1.47,2.3,0.82
senseless,176.00,1.47,0.59,0.89
stranded,176.00,1.47,0.58,0.75
undiscovered,176.00,1.47,1.16,0.86
unjustified,176.00,1.47,1.54,0.89
acumen,176.00,1.47,1.26,0.91
amber,176.00,1.47,0.34,0.79
eugenics,176.00,1.47,1.77,0.79
fatalism,176.00,1.47,1.88,0.8
midwest,176.00,1.47,0.16,0.91
netting,176.00,1.47,0.78,0.78
passer-by,176.00,1.47,0.29,0.88
scaffold,176.00,1.47,1.24,0.81
son-in-law,176.00,1.47,0.59,0.9
squire,176.00,1.47,0.86,0.83
whirlpool,176.00,1.47,0.68,0.77
intently,176.00,1.47,0.3,0.9
steeply,176.00,1.47,0.95,0.86
fancy,176.00,1.47,0.48,0.91
gasp,176.00,1.47,0.13,0.9
alluring,175.00,1.46,0.74,0.9
astonished,175.00,1.46,0.46,0.91
clearing,175.00,1.46,0.91,0.85
flawless,175.00,1.46,0.49,0.89
joyous,175.00,1.46,0.57,0.88
outstretched,175.00,1.46,0.42,0.88
second-order,175.00,1.46,3.24,0.83
segmented,175.00,1.46,2.16,0.82
site-specific,175.00,1.46,2.26,0.82
stricken,175.00,1.46,0.45,0.87
firewood,175.00,1.46,0.56,0.86
headway,175.00,1.46,0.93,0.88
ire,175.00,1.46,0.91,0.88
sleeper,175.00,1.46,0.43,0.84
side-by-side,175.00,1.46,0.85,0.83
bare,175.00,1.46,0.39,0.91
enmesh,175.00,1.46,1.67,0.9
eye,175.00,1.46,0.18,0.89
tantalize,175.00,1.46,0.96,0.86
treasure,175.00,1.46,0.61,0.9
bumper,174.00,1.45,0.48,0.9
cordial,174.00,1.45,0.79,0.87
discarded,174.00,1.45,0.68,0.86
dividing,174.00,1.45,1.49,0.86
horrifying,174.00,1.45,0.49,0.89
late-night,174.00,1.45,0.35,0.9
quadratic,174.00,1.45,2.96,0.75
resolute,174.00,1.45,0.86,0.88
succinct,174.00,1.45,1.5,0.91
undisputed,174.00,1.45,0.94,0.9
amends,174.00,1.45,1,0.74
bumper,174.00,1.45,0.42,0.8
burr,174.00,1.45,0.77,0.85
disorientation,174.00,1.45,1.46,0.89
funder,174.00,1.45,1.63,0.85
genie,174.00,1.45,0.86,0.81
in-law,174.00,1.45,0.58,0.87
newness,174.00,1.45,1.4,0.86
packer,174.00,1.45,0.22,0.77
puff,174.00,1.45,0.24,0.89
warden,174.00,1.45,0.31,0.85
covertly,174.00,1.45,1.49,0.89
organically,174.00,1.45,1.09,0.87
exterminate,174.00,1.45,1.19,0.87
freelance,174.00,1.45,1.06,0.89
patronize,174.00,1.45,1.01,0.89
yon,173.00,1.44,1.56,0.88
acclaimed,173.00,1.44,0.48,0.89
inter,173.00,1.44,1.42,0.88
leisurely,173.00,1.44,0.66,0.89
low-quality,173.00,1.44,2.47,0.71
nonpartisan,173.00,1.44,0.57,0.87
overwhelmed,173.00,1.44,0.74,0.88
paying,173.00,1.44,0.75,0.9
released,173.00,1.44,1.01,0.86
unscathed,173.00,1.44,0.89,0.88
unwritten,173.00,1.44,1.07,0.91
wayward,173.00,1.44,0.75,0.89
backlog,173.00,1.44,0.72,0.86
blurring,173.00,1.44,1.96,0.85
bylaw,173.00,1.44,1.61,0.85
dagger,173.00,1.44,0.39,0.89
disorganization,173.00,1.44,2.25,0.8
dowry,173.00,1.44,1.17,0.77
have,173.00,1.44,0.93,0.89
irrationality,173.00,1.44,2.16,0.84
mailbox,173.00,1.44,0.3,0.89
meaningfulness,173.00,1.44,3.26,0.84
reindeer,173.00,1.44,0.58,0.77
subunit,173.00,1.44,3.03,0.77
understatement,173.00,1.44,0.64,0.9
anxiously,173.00,1.44,0.41,0.91
fatally,173.00,1.44,0.75,0.9
crouch,173.00,1.44,0.18,0.87
video,173.00,1.44,0.82,0.84
demonstrable,172.00,1.43,2.31,0.92
dreary,172.00,1.43,0.6,0.9
enabling,172.00,1.43,2.47,0.86
low-density,172.00,1.43,2.32,0.82
self-proclaimed,172.00,1.43,0.89,0.9
thrilling,172.00,1.43,0.41,0.88
unbridled,172.00,1.43,1.05,0.89
Western-style,172.00,1.43,1.4,0.89
enquiry,172.00,1.43,2.24,0.82
landscaping,172.00,1.43,0.65,0.84
mountaintop,172.00,1.43,0.7,0.81
mustache,172.00,1.43,0.25,0.89
neurosis,172.00,1.43,1.61,0.81
plumber,172.00,1.43,0.51,0.83
randomness,172.00,1.43,1.77,0.78
reductionism,172.00,1.43,3.22,0.84
stout,172.00,1.43,0.79,0.83
underground,172.00,1.43,0.63,0.81
whirlwind,172.00,1.43,0.57,0.85
fair,172.00,1.43,0.36,0.91
appall,172.00,1.43,0.59,0.89
bash,172.00,1.43,0.36,0.89
debunk,172.00,1.43,1.17,0.88
extricate,172.00,1.43,1,0.89
loose,172.00,1.43,0.51,0.9
rescind,172.00,1.43,0.93,0.88
scurry,172.00,1.43,0.32,0.89
stoke,172.00,1.43,0.59,0.9
dissenting,171.00,1.43,1.42,0.86
sloping,171.00,1.43,0.68,0.83
stately,171.00,1.43,0.49,0.89
unconnected,171.00,1.43,1.7,0.9
unsettling,171.00,1.43,0.9,0.89
affront,171.00,1.43,0.99,0.89
backwater,171.00,1.43,0.9,0.88
checking,171.00,1.43,0.73,0.85
dispenser,171.00,1.43,0.9,0.81
fortitude,171.00,1.43,1.08,0.84
mammoth,171.00,1.43,0.89,0.75
mater,171.00,1.43,0.53,0.9
neophyte,171.00,1.43,1.38,0.9
opacity,171.00,1.43,1.94,0.84
questioner,171.00,1.43,1.1,0.64
tint,171.00,1.43,0.77,0.85
townspeople,171.00,1.43,0.72,0.84
truism,171.00,1.43,1.61,0.9
demographically,171.00,1.43,2.18,0.87
avenge,171.00,1.43,0.86,0.85
capitulate,171.00,1.43,1.28,0.87
industrialize,171.00,1.43,2.35,0.84
madden,171.00,1.43,0.41,0.87
puff,171.00,1.43,0.32,0.9
retrace,171.00,1.43,0.7,0.86
smother,171.00,1.43,0.41,0.89
discredited,170.00,1.42,1.61,0.88
male-female,170.00,1.42,1.96,0.85
unarmed,170.00,1.42,0.55,0.85
undefined,170.00,1.42,1.71,0.89
creep,170.00,1.42,0.53,0.84
disenchantment,170.00,1.42,1.67,0.88
reconfiguration,170.00,1.42,2.45,0.89
roundtable,170.00,1.42,0.38,0.9
touchstone,170.00,1.42,0.83,0.89
astray,170.00,1.42,1.05,0.89
hierarchically,170.00,1.42,3.36,0.88
rightfully,170.00,1.42,0.83,0.9
assail,170.00,1.42,0.94,0.87
chip,170.00,1.42,0.44,0.89
compliment,170.00,1.42,0.57,0.92
disobey,170.00,1.42,0.86,0.86
memorialize,170.00,1.42,1.11,0.86
pardon,170.00,1.42,0.36,0.87
quip,170.00,1.42,0.65,0.89
reprimand,170.00,1.42,0.81,0.88
snag,170.00,1.42,0.33,0.87
torment,170.00,1.42,0.52,0.9
traumatize,170.00,1.42,0.81,0.89
folded,169.00,1.41,0.38,0.85
how-to,169.00,1.41,1.2,0.82
illogical,169.00,1.41,1.26,0.9
merry,169.00,1.41,0.21,0.9
stuffed,169.00,1.41,0.28,0.91
through,169.00,1.41,1.12,0.91
turn-of-the-century,169.00,1.41,1.02,0.86
unattended,169.00,1.41,0.99,0.75
unmarked,169.00,1.41,0.49,0.88
voracious,169.00,1.41,1.02,0.88
forty-seven,169.00,1.41,1.1,0.9
ax,169.00,1.41,0.42,0.87
bonanza,169.00,1.41,0.7,0.87
chute,169.00,1.41,0.38,0.81
foundry,169.00,1.41,1.09,0.81
hack,169.00,1.41,0.45,0.83
nay,169.00,1.41,1.18,0.86
outside,169.00,1.41,0.74,0.91
seaweed,169.00,1.41,0.61,0.81
spreading,169.00,1.41,1.16,0.81
incrementally,169.00,1.41,1.69,0.9
magically,169.00,1.41,0.62,0.9
naively,169.00,1.41,1.48,0.9
unevenly,169.00,1.41,1.45,0.89
blush,169.00,1.41,0.28,0.9
globalize,169.00,1.41,2.53,0.84
adrift,168.00,1.40,0.77,0.9
apathetic,168.00,1.40,1.54,0.88
do-it-yourself,168.00,1.40,0.95,0.87
edited,168.00,1.40,1.83,0.9
low-key,168.00,1.40,0.47,0.88
ostensible,168.00,1.40,1.82,0.88
prize-winning,168.00,1.40,0.55,0.87
sunken,168.00,1.40,0.52,0.86
disco,168.00,1.40,0.41,0.8
godfather,168.00,1.40,0.53,0.78
honeymoon,168.00,1.40,0.26,0.89
interdependency,168.00,1.40,3,0.82
salvage,168.00,1.40,0.74,0.85
schooner,168.00,1.40,0.87,0.69
tabulation,168.00,1.40,2.33,0.86
vocalization,168.00,1.40,2.33,0.81
dutifully,168.00,1.40,0.59,0.9
antagonize,168.00,1.40,1.18,0.87
broker,168.00,1.40,0.89,0.87
teeter,168.00,1.40,0.44,0.88
believable,167.00,1.39,0.64,0.89
blended,167.00,1.39,1.12,0.86
bound,167.00,1.39,1.18,0.83
childless,167.00,1.39,0.85,0.83
constrained,167.00,1.39,2.53,0.8
duplicate,167.00,1.39,1.62,0.86
four-point,167.00,1.39,2,0.77
jagged,167.00,1.39,0.32,0.85
so,167.00,1.39,1.44,0.91
unrestrained,167.00,1.39,1.5,0.89
fondness,167.00,1.39,0.61,0.9
jade,167.00,1.39,0.51,0.57
mechanization,167.00,1.39,2.41,0.86
motorist,167.00,1.39,0.32,0.82
omnibus,167.00,1.39,1.38,0.88
Pentagon,167.00,1.39,0.05,0.87
swell,167.00,1.39,0.38,0.88
gravely,167.00,1.39,0.57,0.88
conjecture,167.00,1.39,2.17,0.86
quarrel,167.00,1.39,0.74,0.88
conquering,166.00,1.38,1.43,0.89
gender-specific,166.00,1.38,2.57,0.85
motionless,166.00,1.38,0.3,0.87
prepaid,166.00,1.38,1.08,0.86
truncated,166.00,1.38,1.78,0.82
barricade,166.00,1.38,0.44,0.85
bulldozer,166.00,1.38,0.44,0.87
incapacity,166.00,1.38,2.3,0.88
jig,166.00,1.38,0.43,0.78
reminiscence,166.00,1.38,1.09,0.87
renter,166.00,1.38,0.67,0.72
rot,166.00,1.38,0.63,0.83
institutionally,166.00,1.38,2.46,0.91
bag,166.00,1.38,0.59,0.83
belittle,166.00,1.38,0.93,0.9
broach,166.00,1.38,0.87,0.9
deform,166.00,1.38,2.18,0.81
consummate,165.00,1.38,0.77,0.89
hard-pressed,165.00,1.38,0.83,0.9
industrious,165.00,1.38,1.33,0.89
lower-level,165.00,1.38,1.45,0.86
priceless,165.00,1.38,0.55,0.9
self-described,165.00,1.38,0.67,0.91
tireless,165.00,1.38,0.81,0.9
unresponsive,165.00,1.38,1.21,0.9
blizzard,165.00,1.38,0.33,0.86
elitism,165.00,1.38,1.44,0.87
fatherland,165.00,1.38,2.14,0.81
grand,165.00,1.38,0.17,0.87
impartiality,165.00,1.38,1.82,0.84
mediocrity,165.00,1.38,0.96,0.89
mishap,165.00,1.38,0.68,0.89
nervousness,165.00,1.38,0.65,0.9
paddy,165.00,1.38,0.54,0.81
radiance,165.00,1.38,0.67,0.72
astonishingly,165.00,1.38,0.87,0.9
intricately,165.00,1.38,1.06,0.9
up-front,165.00,1.38,0.74,0.86
disallow,165.00,1.38,1.68,0.91
fatten,165.00,1.38,0.92,0.89
meander,165.00,1.38,0.56,0.85
overpower,165.00,1.38,0.54,0.91
venerate,165.00,1.38,1.83,0.87
vex,165.00,1.38,1.15,0.86
wedge,165.00,1.38,0.3,0.87
ahistorical,164.00,1.37,2.93,0.85
all-encompassing,164.00,1.37,1.75,0.88
audacious,164.00,1.37,0.93,0.89
bewildered,164.00,1.37,0.39,0.89
cross-disciplinary,164.00,1.37,3.16,0.72
derived,164.00,1.37,3.19,0.82
dominated,164.00,1.37,2.33,0.78
enticing,164.00,1.37,0.81,0.9
lawless,164.00,1.37,1,0.84
payable,164.00,1.37,1.23,0.84
primeval,164.00,1.37,1.26,0.83
afterthought,164.00,1.37,0.68,0.9
amygdala,164.00,1.37,2.22,0.77
bazaar,164.00,1.37,0.46,0.89
blaze,164.00,1.37,0.31,0.83
controllability,164.00,1.37,3.34,0.69
cusp,164.00,1.37,1.07,0.84
daily,164.00,1.37,0.14,0.91
flair,164.00,1.37,0.44,0.9
high-tech,164.00,1.37,0.79,0.88
throng,164.00,1.37,0.43,0.9
demonstrably,164.00,1.37,1.78,0.92
angle,164.00,1.37,0.2,0.85
downgrade,164.00,1.37,0.94,0.87
groan,164.00,1.37,0.18,0.86
jack,164.00,1.37,0.45,0.83
loathe,164.00,1.37,0.55,0.9
rust,164.00,1.37,0.57,0.86
positivist,163.00,1.36,3.19,0.84
unscrupulous,163.00,1.36,1.01,0.89
vanquished,163.00,1.36,1.2,0.89
interception,163.00,1.36,0.21,0.74
originator,163.00,1.36,1.62,0.89
standstill,163.00,1.36,0.85,0.86
deceptively,163.00,1.36,0.91,0.89
deftly,163.00,1.36,0.56,0.9
handsomely,163.00,1.36,0.86,0.9
thoughtfully,163.00,1.36,0.36,0.9
